,ParticipantName,Blink_Counter,left_avg_pupil_dill,Start_Timestamp,RecordingTimestamp,FixationIndex,SaccadeIndex,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),SaccadicAmplitude,AbsoluteSaccadicDirection,RelativeSaccadicDirection,StrictAverageGazePointX (ADCSmm),StrictAverageGazePointY (ADCSmm),PupilLeft,PupilRight,Timestamp_n,fix_duration,Age,Average_Grade
21,o22.05.A,569.4547296394699,-5.408197602473099e-07,907056.6150910058,1152054.9126601215,3232.7423159884584,6067.237029437953,6313.142804926129,625.573379186934,425.70477221061566,5.62261941496884,173.43144972681648,177.66613481438839,1098.7808431991862,601.3240092934352,4.113503869726071,3.7061393399735163,244998.29756911553,149.79259617953514,1,0.44853460366100817
22,o23.05.A,247.0,-1.6436183720807053e-06,715581.2807255423,902255.3759881507,2329.7229554914557,3777.8348437082586,754.5258784121067,622.1963319362648,387.7509533951212,4.9309673375787595,179.5439040553083,178.16041137657487,1078.4635986482522,667.8045398496822,3.462306758605503,3.281653784103802,186674.09526260837,140.84900005086809,1,0.5708225918900076
23,o24.05.A,845.5,-6.79736167524492e-07,1232092.765866587,1617819.9459300428,4107.0281636505815,5846.280154552929,1129.6474074371895,614.7683195741067,375.27820218966247,5.121409872372026,181.4803742717931,180.60506379371972,1119.840487409133,702.7680100962558,4.138887765532529,4.096129531459944,385727.1800634562,159.50736114019543,1,0.5956786970831915
24,o25.06.A,995.0,-2.9645795030467882e-06,712433.495283844,929088.958314832,2328.001328957566,3983.4489087068764,796.0404030501718,648.3469347075411,411.4559714136635,5.685489825780658,175.47515820190642,183.16538457234145,1174.350565229352,623.2981905687975,2.920866759679107,3.5020912563045683,216655.46303098803,140.46803067087248,1,0.41317245488593796
25,o26.06.A,82.0,-7.22743534456804e-08,616828.9244099756,781575.7233587923,2487.951111596657,3300.728548491357,351.63862804317813,583.152873334659,394.3780534438717,5.415382397747067,188.48747197489726,178.0197725824366,989.1271167222734,662.4931181762713,3.588474389026012,3.59054774568747,164746.79894881666,144.92413434038363,1,0.4095290789111014
26,o27.06.A,155.0,-1.075063052448025e-06,648920.6481021374,838875.8775626278,2734.0924878308924,3722.9218524388098,369.4631973725849,562.6208652001989,393.76710155565553,4.837007915801802,178.48377399183323,174.83096009160164,960.1502221078966,663.289636436895,4.361380111724737,3.651206238288481,189955.22946049043,140.03983031277528,1,0.5849804221995233
27,o28.06.A,1653.0,1.1488884033841344e-06,947346.0379733811,1274672.7003342658,3415.986593461535,6551.040586716475,2457.7951467488333,609.5192276839587,373.5343503463285,4.845821659707241,178.35194684140842,179.2427556084328,1071.4477616456638,686.8101544825751,3.7221497803100947,3.53781545688883,327326.6623608848,151.54126320238936,1,0.640156683204436
28,o29.06.A,1219.0,3.503784086813773e-07,1016219.9985110556,1380208.5112390462,3652.89009952224,8476.31162152601,1095.4738040044833,532.402045732365,386.35253604299993,4.438020239013968,181.71795693912236,180.9485834474575,961.8276865700831,661.5083958101914,2.7552003727865797,2.488967658940788,363988.51272799063,154.8087935602201,1,0.46603829223211246
29,o30.06.A,897.0,9.411233248004869e-08,878166.7648959119,1170927.9592167914,2740.8458253541426,3774.8580842841084,1576.6255236770521,648.0144141604641,398.5358698497285,4.786499542934163,171.39898773818024,182.18345997726905,1141.2518925481986,652.5087423019812,3.4749574886705386,3.0579722729403205,292761.19432087947,151.10077781942607,1,0.4248430330593252
30,o31.01.A,292.5,5.990678317196014e-07,666953.797787628,833992.0145895961,2281.7168904147175,3335.5890722940776,764.9112963638299,616.6879669444068,414.9383606130108,3.9201859201388327,179.8498530089299,175.83236126044807,1060.5077849724023,626.5666452331934,2.903481086592132,3.1028812941340282,167038.21680196802,139.66085935133464,1,0.3310788462473856
31,o32.02.A,1395.0,1.3834081324841433e-06,752410.7430450583,953793.6649985407,2302.9684959055485,3737.6304084123663,1387.5770064359203,664.171770759796,431.31502619035825,5.374293689720058,178.06649734579443,184.7844324510807,1123.5660628053352,590.2857402844223,3.0591745976652813,3.6542803226689857,201382.9219534822,142.97251701155105,1,0.561901316536148
32,o33.03.A,166.0,3.162172434686383e-07,768499.3243777155,985017.2803439831,1920.5090310773808,2920.164006544207,11342.09183228474,605.0536601849308,381.17829251286724,5.503664507012736,173.79491853769989,181.56389292099772,1131.5094522601948,657.1583602983895,3.3931053317752444,3.074780332407922,216517.95596626765,142.43142586687208,1,0.5146290351346531
33,o34.04.A,358.5,1.1381735627585697e-06,776447.5894775796,983197.7850397397,2783.536340281155,4183.207308067925,458.39035941096654,575.7690699846238,404.66622151654076,5.340472119007597,173.47667302158086,178.9767654683364,1011.9070879137582,627.3468256488825,3.213476639773083,3.2881237268077372,206750.19556216005,143.4324922758654,1,0.5669102744945441
34,o35.05.A,111.5,-7.275240364881677e-07,591419.9949779989,733892.9377426009,2060.8965791544556,3024.156311111347,822.8250705759039,650.7482483257604,439.57895908820404,5.735007678564436,178.51217128253904,181.87860381640695,1168.753009109819,558.1376174158731,3.6382826270488033,3.6969335792346243,142472.942764602,145.55872189916673,1,0.44564475006890736
35,o37.01.A,371.5,1.3509291035220196e-07,520525.39319124806,634679.6155793233,1808.7852528305114,3281.0966622219084,1297.9218483850666,614.7124550346116,447.58640728171827,5.657870516883548,178.74776577111737,181.55952376512823,1009.758693488443,599.5522318097171,3.586631931637503,3.6254760971341735,114154.22238807524,152.60947552601868,1,0.5100586523339332
36,o38.02.A,1380.6666666666667,-0.00011121322260214122,391420.34877447627,487502.7072904228,992.5094957109262,1836.8603726479967,736.0770047553524,604.2681124843367,409.0274003434851,5.636647975744084,182.46136724122206,186.05593842720592,1080.3327030376256,626.8999024880917,3.641220820558239,3.153871479064023,96082.3585159465,145.85897035843846,1,0.49771511260275303
37,o39.03.A,2114.0,6.708370372196513e-07,971605.698949117,1269135.09339592,2257.5775160114285,3353.23167172564,10382.469397318868,622.0987554263183,393.7281242610363,4.5621227018946,179.3757682801299,178.95477052063708,1042.071113003305,658.8164220652267,3.023971292245914,3.203515601173996,297529.394446803,153.66340943956655,1,0.4477331501207906
38,y01.01.A,983.5,-3.222759227248906e-07,742016.4878396122,941417.6238933993,2626.8121678867074,4032.946501032725,4939.319413552356,568.1149705819079,1428.3656256624295,6.031103005362451,181.24346858443988,181.10782476585644,974.3837275679118,709.5459197323241,3.61634876719018,3.7160535658520333,199401.13605378702,141.93811852506414,0,0.5485484864698348
39,y02.01.A,1603.5,-2.5451291608653372e-06,500303.4043066858,620347.7224375932,1555.0854149932397,2247.387340205143,715.1187614979606,658.6753951655501,1432.0936684737876,7.158332943958618,166.49347306682836,178.7992202800302,1157.1549089616612,564.5621972780308,3.829714040570174,3.7388560605636485,120044.31813090724,152.6248050133125,0,0.7712837646124163
40,y03.01.A,1344.5,4.0624315144612184e-07,774949.0689688062,993596.4991678488,1424.2970770689426,2632.4741508451652,66595.1942081633,615.0765164091443,1361.4273837601988,5.975355963283027,177.0760885381556,183.65299768331099,1059.7656385092769,763.224759125721,3.923940845592723,4.0369801442085285,218647.4301990427,142.8710233051151,0,0.580687188903481
41,y04.01.A,277.0,1.9311868005035256e-07,772760.1120978498,980771.8152046934,3002.010906851483,3510.8507083117274,583.3215766742553,590.3638912405734,1699.1782875851163,5.211663331058484,167.36546379552783,181.7201847232546,1054.0134027406618,661.312248711696,3.9498668405328328,3.9058890445791263,208011.70310684355,143.8158850575946,0,0.7548471269679136
42,y05.01.A,416.0,-1.6994610279606473e-06,717487.8869763855,912946.8465380366,2237.803932770714,3168.24775894661,999.7685519731046,642.8169134978111,1512.6006465138614,6.11246315168372,180.01478415142236,180.38552633903663,1086.5097923652343,656.3484981823394,3.8249430066426844,3.7683763474037875,195458.9595616512,140.68315655559303,0,0.6540227718598506
43,y06.02.A,1023.0,3.663664738524796e-07,503881.93816364725,620997.0156486256,2038.544090461331,5663.812340002096,210.52172373320016,617.7165225088373,1256.8067736686373,6.134589709715166,174.61333404178944,180.92538009645529,1032.069825584777,744.030286551063,3.196092206905571,3.361951103199383,117115.07748497829,152.4719531797387,0,0.5048126732817744
44,y07.02.A,2215.0,1.2185165264115567e-05,643526.5889336346,817203.3968168756,1820.7692721000335,2857.95447559705,874.6465358021705,611.4520045271194,1631.8328759339042,6.982719023071602,177.0227543970033,178.11394366435655,1078.1366204755661,613.6583683721665,4.3945647923601445,4.467892738428586,173676.80788324086,140.2171276660252,0,0.7811218120206884
45,y08.02.A,95.0,2.4092785437792866e-06,514709.0040495959,630611.8420711835,1678.2486212151985,2252.87306249956,950.8699989762224,641.3874219632312,1380.6936976273475,6.471850364629432,191.8313326730918,178.1342044612287,1071.1679202677403,729.7968555193122,3.4737289031951786,3.5135275627763614,115902.83802158755,153.45874265705808,0,0.5754592473693598
46,y09.02.A,1675.0,2.438365886489238e-06,706444.4433045953,911703.196028894,2230.893086395949,2909.757965432702,587.6037967293435,589.0699337672262,1471.9102270026824,5.852947362832151,180.8886867077146,179.4135192647816,1056.669542099416,627.0365159402652,4.012761391167924,4.000106372500164,205258.7527242988,141.66567821910758,0,0.6609192851468133
47,y10.02.A,729.0,-1.5873505896155302e-06,499976.5280725517,610162.8985831914,1663.5227703852859,1986.1520139687277,665.4448075847561,581.9384216573014,1503.9520140240338,6.162527364521319,185.88196318723504,182.86485661694303,1022.514720135605,625.8350792495039,4.139876369347643,3.908520348886629,110186.37051063974,153.76675090706536,0,0.7526912382249461
48,y11.03.A,790.0,6.902025069099521e-07,591574.5777876663,735958.3783334282,2004.0062180471255,2472.702830180787,811.0203088860096,564.7649155302645,1395.8460634962244,6.037854666155836,175.9789464382239,180.13261831435267,985.8026777274667,624.5687302873622,3.8226697841853583,3.8785231073227706,144383.8005457617,145.59883067317278,0,0.7383373259075505
49,y12.03.A,1233.0,-1.1420900659748304e-06,672177.5212708383,853756.4698823835,2227.4372770113882,2628.9390978283614,963.7006883586466,595.1838030606119,1457.7536106762582,5.476163149217583,185.03540208693983,181.1844506369019,1059.1897432907585,619.06193053581,3.824656181751318,4.142120688961263,181578.94861154509,139.18929277645893,0,0.5647617831606596
50,y13.03.A,1279.5,2.3330866585751907e-06,512804.5183915887,631764.4715088014,1554.549108828313,1884.7874727538856,704.3798402933683,581.2105218182976,1382.2210287488738,4.712649809584624,174.19952510689365,183.9805603668932,1040.3334355051713,599.4169340476006,4.08781924288702,3.8934400887245273,118959.95311721276,151.63602058606818,0,0.582521037015419
51,y14.03.A,1247.5,-6.158182325698581e-07,748925.8032590069,946679.9310312741,1850.164793661951,2603.1836149039173,1527.2715622692886,602.956394713269,1614.148805742102,5.318074083145185,172.8284659395694,180.26322466391292,1083.850850661785,659.8998481027324,4.536856336062499,4.2982243751121825,197754.12777226727,141.5392053739718,0,0.7048244280688103
52,y15.03.A,210.0,-4.848187255635115e-08,481558.44458359724,597367.0280929746,1875.6568828882428,2595.169034656103,323.1439242224577,635.9647644038566,1323.127805169555,5.591647398480433,172.98723257755518,178.90275890603223,1050.5768931771672,711.4403422370481,3.2616425179350577,3.077538440259937,115808.5835093774,154.70752167246388,0,0.7370304165247986
53,y16.04.A,134.0,1.0786972830342565e-06,496885.57182676776,607187.2383951596,1771.7027751653268,2119.2778658340803,400.09293981334895,649.6180430039374,1347.3765947656566,5.262425576018647,174.76820506840824,178.85242552546387,1081.4482637671701,632.386179397394,4.337176253541982,4.182556971587869,110301.66656839181,153.60771409651664,0,0.7321434651490831
54,y17.04.A,1463.0,-5.717186892209877e-06,588417.3902290158,736396.9677935569,1563.529160139215,1679.4560475616627,1053.8969965673516,552.4865154456693,1644.3534367058749,7.478663333476578,178.60810067366253,180.03807755652252,973.4398760712761,674.6225988004112,4.393813940161873,4.634011027190361,147979.57756454102,145.37381887963824,0,0.649103393485416
55,y18.04.A,1188.5,1.7654365157352389e-06,694915.6852503938,876369.672461688,2251.1654452402427,3058.8082255203644,609.4746219405383,549.2988862041776,1739.5805266129807,6.094493487103062,173.96293025157073,182.1220340542124,997.14714778754,678.6184681971686,3.730236764354256,3.8093330182281617,181453.9872112942,139.12178840269678,0,0.5228379298604018
56,y19.04.A,255.5,2.191114107295799e-08,527908.9867686729,649490.0491063582,1622.4817791605471,2085.2192418226005,594.3150923103105,606.520402366921,1492.8741418875254,6.242670617495844,169.7926585054343,176.42990172441174,1068.7927738508106,671.9009494580556,3.890714619854645,3.885689459693543,121581.06233768532,150.17950263507294,0,0.5465507806799942
57,y20.04.A,266.0,2.4389422762780846e-07,420701.16684273095,502233.3510180268,1449.022897243416,1785.2222613326444,671.5423698812201,642.7975566140462,1415.8058287364083,6.7809501946481205,177.28026987708614,176.7644366191821,1064.4794825642111,668.0177708981731,4.510201857793286,4.244000311308232,81532.18417529584,161.84608106941405,0,0.4928297825769736
58,y21.05.A,873.0,1.1467475782462922e-06,569668.4048006465,710823.0780654382,1749.0708320105946,2366.2297228098114,981.1094015089647,625.4952335943027,1470.8918152978845,6.1617627715036365,175.18254967721225,180.3706875651585,1041.7679251362097,685.844653528948,3.883760007925928,3.965475227344795,141154.67326479158,146.94657412355406,0,0.4241177829660975
59,y22.05.A,476.5,-4.680178400056742e-06,671442.8935770971,841421.6990733225,2122.7279359775584,2970.998582177716,488.7776624816902,598.163091960873,1605.3768514552546,6.881190261918343,179.3824640758844,180.05885227053602,1045.9560493891743,638.8268989803016,3.5021002875205314,3.582315540394744,169978.8054962253,142.31408024656128,0,0.5804149034486114
60,y23.05.A,897.5,9.499169409204002e-07,490871.06307203,607725.2907443921,1851.249997794221,2218.8760127300256,340.0231684465532,650.8801128244007,1486.4555095825513,6.380803235756221,182.13069113195445,177.66115778578572,1079.6487331103867,684.7389368666664,4.488706135738783,4.437665995350694,116854.22767236206,153.72155089494356,0,0.7161820857045577
61,y24.05.A,612.5,-2.245048949921745e-06,669786.1954565976,849283.8340867041,2438.7884553936256,2859.558112285138,356.09462827750474,637.8573661850239,1629.9798194684217,4.77820099754029,181.616678317426,183.35010329422326,1102.2823054976443,665.1247973335145,3.823376660551467,3.6379724942943756,179497.63863010652,138.8549705602413,0,0.5748327982878544
62,y25.05.A,317.0,-5.301383661135556e-07,656190.8215025375,836332.1425382139,2599.691229591525,3350.3065968087903,391.8103159268898,626.5444757309854,1347.85552435602,5.606720519979135,176.04776014937406,183.17075088474445,1084.758260748075,614.5369752771962,3.951437120497187,4.24628269410182,180141.32103567646,139.32034624791777,0,0.6416705173727645
63,y31.03.A,254.0,2.270019483225914e-06,443412.10453204066,535923.6560194341,1844.7216427687204,3261.8100313241252,267.27796941253183,615.2579608077644,1610.8680469745962,5.5583796179329505,173.08006314268505,180.34216614737144,1036.2753255522316,711.7157388206507,4.53984829171823,4.195723595326452,92511.55148739344,160.38417989049046,0,0.33363095238095236
64,y32.03.A,201.0,3.1827076999663855e-06,526570.7678432536,653618.6965092313,2090.4847432685638,2687.7695324079473,413.3193887460886,678.8586881624001,1354.1067347885496,6.58986686109758,173.77873641911935,179.72257284578075,1131.9237282556187,739.3274149322208,4.154222423077226,4.432920464420574,127047.92866597783,149.92782311618686,0,0.6492018904940253
65,y33.03.A,645.0,1.2716918260887515e-06,566138.1266905569,700337.2443130149,1840.5502040941074,2042.6270915321932,840.5377299156961,618.6054172308263,1550.800574865365,5.423665948368702,185.56850809660514,175.44029605296453,1044.7309495203817,707.9306206774909,4.098161798810021,4.617760493953512,134199.117622458,146.82758655135643,0,0.72773835870746
66,y34.05.A,1466.0,-7.0762484271471564e-06,508069.44111459266,634395.0503722603,1238.1315902341144,1338.710014463596,1535.4140583702133,587.4822737170593,1253.5961361878494,5.818149829578339,168.7320862056295,183.96902317116604,1045.6352468530797,667.5647811112124,5.137063148701905,4.07464044957077,126325.60925766762,151.0100135325464,0,0.7040895512103377
67,y35.05.A,314.5,2.39844677748665e-07,583863.1892331019,732855.3813629403,1895.5340584894766,2959.85554679768,389.8070818940997,624.8916685681306,1464.4412972358944,5.377418856619337,175.17815910223982,178.28696564998347,1067.1535481948895,631.5309917274586,4.206063712566461,4.046488034449186,148992.19212983837,144.6985198855925,0,0.7925662118780097
68,y36.02.A,2519.5,-9.484140848639453e-06,489900.71259770205,598675.5940101496,889.3513588465055,3712.775817862651,378.3828177002684,676.9622767098674,1194.3745883992087,6.019103611253177,174.31676044705424,177.1154446424306,1181.2119717922537,714.6729148605249,4.427430223560654,4.191877195620325,108774.88141244749,154.69325898403724,0,0.4956728196896736
69,y37.02.A,569.5,-7.170526514903074e-08,520775.7150796475,648153.2152623979,1864.1151565967423,2467.9083829551723,559.822629762244,579.2613142754421,1541.6551729586636,5.162106972832726,176.8145512238407,178.3498552568168,1005.1822951663701,562.4192895817631,4.7032319240642355,4.585716865671483,127377.50018275031,150.86447612437235,0,0.5689782050034861
70,y38.01.A,394.5,4.105911790367761e-06,555602.9574346452,693340.7114064916,1772.7019985894497,2176.5150945094465,484.3347910030273,634.0428289282429,1547.3713651548203,6.662839080094296,179.21197930843806,178.35955533169462,1071.060093116164,597.8820627937712,3.075015923682971,3.5342572412581346,137737.75397184634,147.8482695686072,0,0.6272307748431344
71,y40.04.A,367.0,1.0414080760759746e-06,510985.72483723273,637052.8335588593,1937.950781030826,2448.516270183435,463.1213722506509,596.7103813719591,1527.44599560995,4.520296981495886,178.90750993778767,175.09424734864513,1033.8199657148116,641.096833310725,4.159684156453277,4.65194527866193,126067.1087216266,150.97164739772958,0,0.7330925628678436
72,y41.01.A,684.0,-1.378570298565084e-06,489336.1661407666,593908.9759712821,1995.4821021623866,4663.346544535669,295.86121873446064,601.3072791278813,1547.5684718646776,4.910292101404881,174.67270737682577,178.67131431024256,1021.6604045653578,676.0312701112978,3.4706684815895534,3.700232683026443,104572.80983051553,155.3912356065576,0,0.7413551648102211
